year_month,zipcode,total_ed_visits,ili_pne_visits,ili_pne_admissions
2020-03,10000,825,0,0
2020-03,10001,1121615,125357,21552
2020-03,10002,1950945,294530,100798
2020-03,10003,978465,104517,25677
2020-03,10004,44550,6600,825
2020-03,10005,93435,20684,5775
2020-03,10006,33000,4125,825
2020-03,10007,98180,12272,3920
2020-03,10009,1638045,235990,57705
2020-03,10010,423230,59583,17324
2020-03,10011,814730,144380,37225
2020-03,10012,218840,48161,12477
2020-03,10013,393330,53579,15632
2020-03,10014,409660,85191,21450
2020-03,10016,2271025,213475,54450
2020-03,10017,258020,60923,17240
2020-03,10018,224610,29801,6600
2020-03,10019,1229255,185105,46111
2020-03,10021,550495,104472,37080
2020-03,10022,403845,84453,27225
2020-03,10023,801285,122043,43784
2020-03,10024,724970,130413,40543
2020-03,10025,2162740,280830,71061
2020-03,10026,1494285,242768,53926
2020-03,10027,2376000,359900,86568
2020-03,10028,541415,105875,36355
2020-03,10029,4314340,652716,136046
2020-03,10030,1471390,246654,51149
2020-03,10031,2022695,392188,80162
2020-03,10032,2254115,564561,91774
2020-03,10033,1545845,458259,76120
2020-03,10034,1104890,278736,44138
2020-03,10035,2460155,328238,81405
2020-03,10036,670730,97498,24809
2020-03,10037,1071675,161469,35472
2020-03,10038,699205,77357,20581
2020-03,10039,1271945,216018,51044
2020-03,10040,1110455,316347,51107
2020-03,10044,193050,48692,19034
2020-03,10065,412510,59976,19757
2020-03,10069,61875,15154,4124
2020-03,10075,659605,98858,33100
2020-03,10128,763340,136648,33033
2020-03,10280,55275,6600,1650
2020-03,10282,56310,7527,1650
2020-03,10301,1440245,251114,67667
2020-03,10302,682275,135970,30687
2020-03,10303,1001550,179033,38052
2020-03,10304,1485825,273774,88114
2020-03,10305,1100345,197780,53724
2020-03,10306,1165320,208550,75795
2020-03,10307,262565,44976,15693
2020-03,10308,477065,102934,36833
2020-03,10309,654860,123453,34812
2020-03,10310,911625,166947,35475
2020-03,10312,973525,180472,62901
2020-03,10314,1638460,323248,109900
2020-03,10451,2882965,452034,90904
2020-03,10452,3919370,684201,83441
2020-03,10453,3918960,642321,90653
2020-03,10454,2161710,339108,79742
2020-03,10455,2074880,344953,72545
2020-03,10456,5297125,696342,120204
2020-03,10457,4812020,652170,126057
2020-03,10458,3633305,552690,103307
2020-03,10459,2261120,359296,73677
2020-03,10460,2821090,431229,94710
2020-03,10461,1826140,279284,74383
2020-03,10462,2747460,471907,103979
2020-03,10463,1649000,363879,66896
2020-03,10464,110550,23303,7425
2020-03,10465,928745,177844,46999
2020-03,10466,2888740,542666,131159
2020-03,10467,5011670,911726,188184
2020-03,10468,3099335,609697,102745
2020-03,10469,2357850,433629,116908
2020-03,10470,403425,76610,14807
2020-03,10471,373935,78330,17945
2020-03,10472,2835115,521991,117032
2020-03,10473,2190995,345352,89150
2020-03,10474,683100,81515,23115
2020-03,10475,1087970,208904,95484
2020-03,11004,563475,133207,39575
2020-03,11101,1071680,230653,57707
2020-03,11102,1068995,296013,59457
2020-03,11103,743120,196252,41161
2020-03,11104,521195,166384,42853
2020-03,11105,615450,138605,25573
2020-03,11106,999490,254489,44727
2020-03,11109,41250,15156,3402
2020-03,11201,1595355,258159,56960
2020-03,11203,3577205,637250,176412
2020-03,11204,1334645,192000,64752
2020-03,11205,1363110,231076,42442
2020-03,11206,3519660,540368,96563
2020-03,11207,4495015,751302,148443
2020-03,11208,4053435,816331,166050
2020-03,11209,1436120,240763,65429
2020-03,11210,1716620,312526,95341
2020-03,11211,1755610,418881,137208
2020-03,11212,4845850,745950,197635
2020-03,11213,2503465,464488,134600
2020-03,11214,1845320,250600,56216
2020-03,11215,1069615,217676,60531
2020-03,11216,1864710,295407,49888
2020-03,11217,1103445,190866,40501
2020-03,11218,1698265,246561,74508
2020-03,11219,1822015,160212,51250
2020-03,11220,2697340,479682,98391
2020-03,11221,3341875,591792,80088
2020-03,11222,605965,101837,26631
2020-03,11223,1818920,280967,88068
2020-03,11224,1682795,200591,57322
2020-03,11225,1790870,321615,91787
2020-03,11226,3591645,665479,177155
2020-03,11228,637725,83924,24850
2020-03,11229,1617000,263584,89074
2020-03,11230,1898535,294370,112000
2020-03,11231,881520,191992,47201
2020-03,11232,792620,131569,25574
2020-03,11233,3197500,476477,84763
2020-03,11234,2325265,473034,143092
2020-03,11235,2462215,293843,98409
2020-03,11236,3352595,678146,202692
2020-03,11237,2068895,574841,56896
2020-03,11238,1310310,230630,59640
2020-03,11239,610500,119913,44710
2020-03,11354,893270,215949,92661
2020-03,11355,1491190,461785,132695
2020-03,11356,477675,147997,42857
2020-03,11357,361145,98996,41289
2020-03,11358,407550,115123,37124
2020-03,11360,113850,23202,9075
2020-03,11361,206250,45375,14850
2020-03,11362,103950,18107,6599
2020-03,11363,45375,9900,3300
2020-03,11364,253895,46506,12477
2020-03,11365,638550,141828,34852
2020-03,11366,212850,54958,15751
2020-03,11367,764775,207364,57024
2020-03,11368,4960935,1882474,457960
2020-03,11369,1380020,500433,132030
2020-03,11370,886670,265260,58588
2020-03,11372,2097565,745722,203849
2020-03,11373,3091075,1055762,263158
2020-03,11374,835935,235235,68390
2020-03,11375,1141800,277471,79074
2020-03,11377,2184195,696204,157272
2020-03,11378,699395,204117,52082
2020-03,11379,590700,154163,43113
2020-03,11385,2622675,675011,90257
2020-03,11411,730950,166246,29054
2020-03,11412,969170,208419,59678
2020-03,11413,813245,150152,35710
2020-03,11414,391670,85543,34648
2020-03,11415,377025,103327,35475
2020-03,11416,787670,196235,40579
2020-03,11417,755700,191489,36870
2020-03,11418,1192950,322665,71853
2020-03,11419,1339595,301705,55274
2020-03,11420,1151700,284156,66391
2020-03,11421,1102200,314406,77656
2020-03,11422,512325,112665,28006
2020-03,11423,823350,180795,42355
2020-03,11426,273900,68549,22230
2020-03,11427,553575,119945,40439
2020-03,11428,495000,103070,28169
2020-03,11429,853875,190749,53538
2020-03,11432,2294740,502589,125472
2020-03,11433,1399820,277745,66094
2020-03,11434,2004545,356881,90948
2020-03,11435,1831500,489787,105872
2020-03,11436,588020,137302,30662
2020-03,11691,2307525,485687,131236
2020-03,11692,706820,135549,44806
2020-03,11693,293700,57331,17324
2020-03,11694,420750,81230,29700
2020-03,11697,44550,3504,1752
2020-04,10001,684370,84944,30524
2020-04,10002,911020,182114,102788
2020-04,10003,597520,93519,49374
2020-04,10004,29700,2475,825
2020-04,10005,69095,10766,3299
2020-04,10006,19800,2475,825
2020-04,10007,30320,825,825
2020-04,10009,841710,136581,67650
2020-04,10010,215330,41041,21448
2020-04,10011,401850,96764,37124
2020-04,10012,82505,10519,5774
2020-04,10013,199445,25530,10681
2020-04,10014,184010,45600,15675
2020-04,10016,1331765,113844,49496
2020-04,10017,96525,10683,3258
2020-04,10018,104570,9074,2475
2020-04,10019,687640,82496,30521
2020-04,10021,261530,57705,28831
2020-04,10022,187280,34402,19757
2020-04,10023,387340,67482,39432
2020-04,10024,373725,89754,51021
2020-04,10025,1202645,221828,118746
2020-04,10026,678360,130298,51186
2020-04,10027,1114990,183615,85650
2020-04,10028,288755,46199,23099
2020-04,10029,2092615,410698,220046
2020-04,10030,726210,118793,47641
2020-04,10031,981145,254294,92932
2020-04,10032,1408715,448889,97488
2020-04,10033,868125,304223,67411
2020-04,10034,587640,193599,37181
2020-04,10035,1459220,242984,110415
2020-04,10036,347740,64058,29615
2020-04,10037,528005,90499,35432
2020-04,10038,385285,41205,18931
2020-04,10039,577295,103906,35432
2020-04,10040,607625,206007,42657
2020-04,10044,118595,42898,31348
2020-04,10065,196355,39558,24708
2020-04,10069,31145,5051,2475
2020-04,10075,405305,76282,40383
2020-04,10128,379710,81631,32089
2020-04,10280,33000,4950,1650
2020-04,10282,30115,8044,4949
2020-04,10301,819020,211110,89837
2020-04,10302,314325,92399,36299
2020-04,10303,507170,135919,51150
2020-04,10304,811390,219229,100476
2020-04,10305,702900,187058,98910
2020-04,10306,641025,147543,68387
2020-04,10307,128705,29694,14846
2020-04,10308,223790,50858,22025
2020-04,10309,349405,76638,37906
2020-04,10310,400950,90708,34650
2020-04,10312,462420,117106,51107
2020-04,10314,945870,234851,125252
2020-04,10451,1388275,275430,117096
2020-04,10452,1586275,278398,76227
2020-04,10453,1771080,279640,70720
2020-04,10454,949575,195533,89096
2020-04,10455,966695,182473,82594
2020-04,10456,2427365,344824,122502
2020-04,10457,2264215,295362,121224
2020-04,10458,1585860,312227,143588
2020-04,10459,1064870,207394,80924
2020-04,10460,1280195,224042,105093
2020-04,10461,819640,165587,69828
2020-04,10462,1164695,260080,121159
2020-04,10463,929195,305091,71084
2020-04,10464,47850,10725,4950
2020-04,10465,463650,96478,46154
2020-04,10466,1349700,354379,165438
2020-04,10467,2328770,516874,233646
2020-04,10468,1441300,359551,117928
2020-04,10469,1196250,281561,158621
2020-04,10470,165000,32174,9899
2020-04,10471,284225,84730,21207
2020-04,10472,1154590,279050,134418
2020-04,10473,977420,196582,101793
2020-04,10474,322575,41204,14806
2020-04,10475,576470,153926,87969
2020-04,11004,351865,91072,36296
2020-04,11101,470255,118812,57703
2020-04,11102,556055,171015,75813
2020-04,11103,328355,110211,58569
2020-04,11104,232650,74189,37123
2020-04,11105,301125,93181,44507
2020-04,11106,430240,131128,55272
2020-04,11109,17325,6600,1650
2020-04,11201,784990,138347,68429
2020-04,11203,1647115,434737,236723
2020-04,11204,659795,121512,72616
2020-04,11205,694445,124528,47805
2020-04,11206,1604215,293669,137808
2020-04,11207,1901420,416154,189377
2020-04,11208,1812735,498626,239845
2020-04,11209,731570,143353,69208
2020-04,11210,843565,260753,155312
2020-04,11211,868730,189453,102252
2020-04,11212,2093645,437867,200413
2020-04,11213,1223475,253925,127827
2020-04,11214,887910,150812,82363
2020-04,11215,553575,127006,52799
2020-04,11216,931430,172256,70946
2020-04,11217,547800,150079,84164
2020-04,11218,815720,155297,86825
2020-04,11219,970820,115464,66159
2020-04,11220,1223270,251300,98273
2020-04,11221,1441895,312730,111638
2020-04,11222,299475,57748,32999
2020-04,11223,844595,156094,84883
2020-04,11224,979070,188004,112107
2020-04,11225,837375,211062,117925
2020-04,11226,1683415,450310,249968
2020-04,11228,339900,58775,23923
2020-04,11229,867075,209040,109635
2020-04,11230,1052910,256459,150639
2020-04,11231,407345,82412,39557
2020-04,11232,342170,87770,32294
2020-04,11233,1517175,277353,113159
2020-04,11234,1136645,335020,163381
2020-04,11235,1353415,270106,164797
2020-04,11236,1680320,489077,260707
2020-04,11237,805200,303696,87158
2020-04,11238,665365,166481,86498
2020-04,11239,330000,95696,70122
2020-04,11354,619575,257103,188797
2020-04,11355,707850,250749,155052
2020-04,11356,228940,73421,42071
2020-04,11357,245025,94049,64350
2020-04,11358,184800,59314,23924
2020-04,11360,66825,21450,11550
2020-04,11361,128700,41208,22275
2020-04,11362,75075,13200,5775
2020-04,11363,25575,10683,5775
2020-04,11364,158400,48630,25572
2020-04,11365,352275,111369,65996
2020-04,11366,103125,28109,15674
2020-04,11367,367950,104733,56058
2020-04,11368,1956490,766085,395054
2020-04,11369,606170,244926,140980
2020-04,11370,437870,134509,62736
2020-04,11372,850785,336955,175670
2020-04,11373,1480670,512312,264802
2020-04,11374,436015,139917,72557
2020-04,11375,687845,197080,113837
2020-04,11377,935970,351849,160079
2020-04,11378,322575,116240,59513
2020-04,11379,325050,112980,64305
2020-04,11385,1143040,380029,135476
2020-04,11411,361765,110339,50321
2020-04,11412,497475,118788,63515
2020-04,11413,344850,88269,39595
2020-04,11414,187275,54490,31348
2020-04,11415,193875,61914,34689
2020-04,11416,328350,101427,46153
2020-04,11417,272045,96436,45329
2020-04,11418,504075,164995,87447
2020-04,11419,578120,185662,91572
2020-04,11420,525320,183158,95651
2020-04,11421,478295,163343,80884
2020-04,11422,200270,49496,20700
2020-04,11423,416625,112974,51146
2020-04,11426,141075,43639,19756
2020-04,11427,351450,80845,43722
2020-04,11428,264825,73417,34645
2020-04,11429,411675,105654,55227
2020-04,11432,1136025,295247,153396
2020-04,11433,646800,161691,80845
2020-04,11434,1029600,244189,117968
2020-04,11435,858620,290060,138511
2020-04,11436,245025,81675,41250
2020-04,11691,1349495,421720,206859
2020-04,11692,403425,123616,65131
2020-04,11693,128700,30397,13073
2020-04,11694,287100,100647,49499
2020-04,11697,26400,7425,4950
2020-05,10001,735905,21450,9900
2020-05,10002,1076840,46606,25159
2020-05,10003,615450,25575,15675
2020-05,10004,35475,0,0
2020-05,10005,67240,1650,0
2020-05,10006,31145,0,0
2020-05,10007,51770,825,0
2020-05,10009,962985,33825,14025
2020-05,10010,249975,13200,6600
2020-05,10011,462215,20624,4950
2020-05,10012,113440,7220,4125
2020-05,10013,197385,6600,3300
2020-05,10014,207080,8045,825
2020-05,10016,1504800,51916,24749
2020-05,10017,111375,2475,825
2020-05,10018,120245,2475,825
2020-05,10019,790765,25575,9900
2020-05,10021,313915,20420,6600
2020-05,10022,236160,9074,3299
2020-05,10023,424465,17325,6600
2020-05,10024,452515,20642,8207
2020-05,10025,1400645,53623,28873
2020-05,10026,751990,25325,10681
2020-05,10027,1345370,63480,28007
2020-05,10028,330210,14808,4083
2020-05,10029,2331040,95442,36952
2020-05,10030,725175,31389,8249
2020-05,10031,1092925,62494,9694
2020-05,10032,1424580,101266,14645
2020-05,10033,779425,74165,10725
2020-05,10034,661675,32753,2270
2020-05,10035,1540275,56795,23839
2020-05,10036,503870,16500,4950
2020-05,10037,686400,16499,6600
2020-05,10038,528215,16499,8249
2020-05,10039,668870,40381,12375
2020-05,10040,608655,54408,5775
2020-05,10044,108075,9075,7425
2020-05,10065,244410,9033,3258
2020-05,10069,29700,5775,0
2020-05,10075,416420,26397,3299
2020-05,10128,443645,14024,3299
2020-05,10280,40840,0,0
2020-05,10282,24545,1650,825
2020-05,10301,840675,55233,10725
2020-05,10302,309995,22275,5775
2020-05,10303,606375,47850,10725
2020-05,10304,912865,54408,13200
2020-05,10305,648040,33809,4950
2020-05,10306,702695,29657,4908
2020-05,10307,149740,7425,825
2020-05,10308,289375,20420,3300
2020-05,10309,424265,21449,4125
2020-05,10310,501600,40299,3258
2020-05,10312,674865,23720,2475
2020-05,10314,983610,64145,18975
2020-05,10451,1496760,63320,19595
2020-05,10452,1838100,67564,12291
2020-05,10453,1994440,82498,18150
2020-05,10454,1081575,42814,17282
2020-05,10455,1115195,51149,21449
2020-05,10456,2726215,88330,31306
2020-05,10457,2653205,117614,54756
2020-05,10458,1899360,86121,26151
2020-05,10459,1108805,56099,23100
2020-05,10460,1445195,62778,27141
2020-05,10461,1020525,52815,23014
2020-05,10462,1301850,76639,22190
2020-05,10463,987960,91241,13818
2020-05,10464,58575,825,0
2020-05,10465,491700,18933,8166
2020-05,10466,1510370,77419,29614
2020-05,10467,2402195,134274,47592
2020-05,10468,1555340,90083,28833
2020-05,10469,1225745,70076,32952
2020-05,10470,232650,16458,6558
2020-05,10471,194705,18974,4949
2020-05,10472,1277925,59396,22272
2020-05,10473,1130045,53622,18974
2020-05,10474,351450,7425,2475
2020-05,10475,582450,26499,14022
2020-05,11004,301125,15549,2475
2020-05,11101,589465,31349,9900
2020-05,11102,554195,25574,9074
2020-05,11103,288750,13200,7425
2020-05,11104,225020,15674,3300
2020-05,11105,325050,11550,3300
2020-05,11106,475200,28874,10725
2020-05,11109,25575,825,0
2020-05,11201,922155,40919,17283
2020-05,11203,1737450,104049,44549
2020-05,11204,657320,21450,10725
2020-05,11205,775915,37745,10725
2020-05,11206,1743020,69214,25531
2020-05,11207,2250395,98914,40381
2020-05,11208,1835420,97406,44508
2020-05,11209,780245,37950,21450
2020-05,11210,797775,57953,32277
2020-05,11211,950405,53419,19800
2020-05,11212,2525325,123719,55331
2020-05,11213,1284115,74205,32172
2020-05,11214,931635,44507,21408
2020-05,11215,781070,37083,9900
2020-05,11216,1057650,51933,15675
2020-05,11217,588435,33620,8870
2020-05,11218,827475,40380,13158
2020-05,11219,1002170,26459,13200
2020-05,11220,1231725,59499,24748
2020-05,11221,1530170,74166,20625
2020-05,11222,363825,17324,8250
2020-05,11223,913070,40423,14807
2020-05,11224,1013925,42050,27182
2020-05,11225,868520,46983,21408
2020-05,11226,1716000,104975,51148
2020-05,11228,347325,14024,6599
2020-05,11229,820670,56100,34650
2020-05,11230,941325,47168,23925
2020-05,11231,473140,25410,10724
2020-05,11232,339900,20727,6600
2020-05,11233,1598645,69297,22274
2020-05,11234,1120350,55232,23882
2020-05,11235,1396315,77504,35475
2020-05,11236,1617000,108218,51149
2020-05,11237,834900,41248,8250
2020-05,11238,819845,51975,14850
2020-05,11239,325050,17324,6600
2020-05,11354,519750,61831,51973
2020-05,11355,678150,50283,30525
2020-05,11356,218625,7424,2475
2020-05,11357,245025,23881,16458
2020-05,11358,211200,9032,6557
2020-05,11360,70125,3300,3300
2020-05,11361,132825,7425,4125
2020-05,11362,66825,3299,824
2020-05,11363,24750,0,0
2020-05,11364,172425,7425,3300
2020-05,11365,393320,22112,10520
2020-05,11366,111375,7383,4083
2020-05,11367,365475,29658,10683
2020-05,11368,1952775,133684,32171
2020-05,11369,537900,48672,16497
2020-05,11370,419925,28874,4125
2020-05,11372,812420,49499,18974
2020-05,11373,1202025,93224,24749
2020-05,11374,432300,25574,6600
2020-05,11375,614625,51148,15675
2020-05,11377,852225,60139,20582
2020-05,11378,303600,20625,9900
2020-05,11379,305250,27225,11550
2020-05,11385,1062395,58531,14807
2020-05,11411,332475,11550,2475
2020-05,11412,487575,17325,5775
2020-05,11413,371250,12375,4950
2020-05,11414,215120,12333,4125
2020-05,11415,202950,17325,2475
2020-05,11416,330000,13199,5774
2020-05,11417,325050,16500,9075
2020-05,11418,433125,27224,10725
2020-05,11419,588020,51933,25575
2020-05,11420,561825,35474,13200
2020-05,11421,481390,37125,18150
2020-05,11422,235950,12375,4950
2020-05,11423,398475,18150,2475
2020-05,11426,153450,5773,824
2020-05,11427,363825,7424,1650
2020-05,11428,251625,14849,3300
2020-05,11429,429825,13157,1649
2020-05,11432,1197075,76639,39557
2020-05,11433,664950,29699,13199
2020-05,11434,1032900,46199,17325
2020-05,11435,899870,59358,25533
2020-05,11436,292050,23099,9900
2020-05,11691,1339800,105635,41166
2020-05,11692,405900,29655,15675
2020-05,11693,151800,2475,0
2020-05,11694,267300,19799,11549
2020-05,11697,36300,2475,825
2020-06,10001,704550,17325,6600
2020-06,10002,1221835,28788,14763
2020-06,10003,629475,7424,4125
2020-06,10004,51770,1650,825
2020-06,10005,72600,1608,1608
2020-06,10006,22070,0,0
2020-06,10007,51150,2475,825
2020-06,10009,1112720,25615,6600
2020-06,10010,282150,9075,3300
2020-06,10011,521195,14808,5775
2020-06,10012,163765,2475,0
2020-06,10013,214300,4950,2475
2020-06,10014,269570,6600,825
2020-06,10016,1536975,30524,10725
2020-06,10017,148500,1650,0
2020-06,10018,173045,4124,825
2020-06,10019,953290,13200,4125
2020-06,10021,345885,5774,4125
2020-06,10022,263800,7425,3300
2020-06,10023,543885,9073,4123
2020-06,10024,538110,19636,4992
2020-06,10025,1574100,24622,12290
2020-06,10026,975975,19800,9900
2020-06,10027,1589985,27263,6598
2020-06,10028,388165,6558,1650
2020-06,10029,2776125,47022,22274
2020-06,10030,990620,24748,6600
2020-06,10031,1302885,42074,9075
2020-06,10032,1532855,74045,15470
2020-06,10033,1032910,48777,8310
2020-06,10034,731575,30483,4950
2020-06,10035,1706515,30541,14764
2020-06,10036,527385,13158,6558
2020-06,10037,761270,13200,4950
2020-06,10038,507180,17283,4908
2020-06,10039,877800,16542,4125
2020-06,10040,675895,35228,1445
2020-06,10044,121070,2475,1650
2020-06,10065,316395,4083,3258
2020-06,10069,33825,825,0
2020-06,10075,443645,13200,3300
2020-06,10128,564720,18975,6600
2020-06,10280,49295,0,0
2020-06,10282,25575,825,825
2020-06,10301,1112925,35576,7425
2020-06,10302,406725,8991,1650
2020-06,10303,710740,17325,4125
2020-06,10304,1051875,18252,1752
2020-06,10305,837170,18150,3300
2020-06,10306,891210,16500,825
2020-06,10307,201315,8045,0
2020-06,10308,340935,5773,0
2020-06,10309,499965,7425,0
2020-06,10310,651960,19594,2475
2020-06,10312,752630,17325,0
2020-06,10314,1189450,25533,2475
2020-06,10451,1782620,41245,9900
2020-06,10452,2455205,54448,9075
2020-06,10453,2466960,50485,7485
2020-06,10454,1386000,23965,7425
2020-06,10455,1389300,33824,11549
2020-06,10456,3399215,66201,17324
2020-06,10457,3172540,83833,28254
2020-06,10458,2346095,57970,23015
2020-06,10459,1455095,34710,17385
2020-06,10460,1902040,54671,23159
2020-06,10461,1223270,32174,13200
2020-06,10462,1722600,50281,20582
2020-06,10463,1267640,39810,8665
2020-06,10464,84150,1650,0
2020-06,10465,612150,16499,9900
2020-06,10466,1844290,59396,18930
2020-06,10467,3045285,71787,25630
2020-06,10468,2012395,69980,15428
2020-06,10469,1511400,48755,21447
2020-06,10470,299270,10682,4082
2020-06,10471,253690,17283,4950
2020-06,10472,1738070,49454,14805
2020-06,10473,1493870,36341,15675
2020-06,10474,411470,7425,1650
2020-06,10475,769520,24747,9898
2020-06,11004,344025,7425,0
2020-06,11101,742915,20582,7425
2020-06,11102,697745,16416,6558
2020-06,11103,420545,9033,3300
2020-06,11104,288750,11549,1650
2020-06,11105,410025,7423,4123
2020-06,11106,604110,14850,4950
2020-06,11109,26400,1650,825
2020-06,11201,1073125,35390,14807
2020-06,11203,2090345,49498,24749
2020-06,11204,798600,14127,5775
2020-06,11205,873060,14808,6558
2020-06,11206,2126650,24750,5775
2020-06,11207,2811190,61048,18150
2020-06,11208,2323615,58675,22377
2020-06,11209,1003615,27225,13200
2020-06,11210,951845,17325,8250
2020-06,11211,1117260,32175,14025
2020-06,11212,3077870,55230,25489
2020-06,11213,1582145,28916,5775
2020-06,11214,1109625,27222,14848
2020-06,11215,800045,11508,0
2020-06,11216,1233790,23634,6557
2020-06,11217,640820,23100,4950
2020-06,11218,948545,13302,4125
2020-06,11219,1174185,10519,5775
2020-06,11220,1413640,44548,23099
2020-06,11221,1987220,48675,18150
2020-06,11222,405075,8991,3216
2020-06,11223,1057240,16500,5775
2020-06,11224,1242450,34650,18975
2020-06,11225,1079515,19799,4949
2020-06,11226,2118195,51107,18932
2020-06,11228,435600,7425,6600
2020-06,11229,1071675,26442,14850
2020-06,11230,1078070,20623,5775
2020-06,11231,605345,10725,3300
2020-06,11232,433950,14808,4908
2020-06,11233,2086840,48672,12375
2020-06,11234,1361870,33741,13116
2020-06,11235,1588745,46200,24750
2020-06,11236,1948650,35516,14850
2020-06,11237,1072500,25615,4949
2020-06,11238,912660,20582,3299
2020-06,11239,392700,15633,9900
2020-06,11354,621020,39558,28833
2020-06,11355,918225,45291,28008
2020-06,11356,332475,9075,3300
2020-06,11357,292050,14808,8208
2020-06,11358,239250,13200,7425
2020-06,11360,97350,2475,1650
2020-06,11361,139425,3300,825
2020-06,11362,67650,0,0
2020-06,11363,20625,2475,825
2020-06,11364,174075,2474,0
2020-06,11365,479325,10725,3300
2020-06,11366,141900,4125,4125
2020-06,11367,478500,10724,4124
2020-06,11368,2295770,73423,10724
2020-06,11369,729715,28875,8250
2020-06,11370,498920,18974,6599
2020-06,11372,988970,38877,16500
2020-06,11373,1543370,59397,14024
2020-06,11374,531715,18975,4125
2020-06,11375,703725,28049,8249
2020-06,11377,1044040,31308,8250
2020-06,11378,402600,13200,5775
2020-06,11379,384245,9900,5775
2020-06,11385,1426425,25573,3300
2020-06,11411,457050,11508,3300
2020-06,11412,603075,11550,5775
2020-06,11413,493970,5775,825
2020-06,11414,226670,4125,0
2020-06,11415,239250,4950,4125
2020-06,11416,425700,14850,6600
2020-06,11417,426525,7424,3300
2020-06,11418,639170,28875,9075
2020-06,11419,788700,20624,12374
2020-06,11420,674645,17281,9858
2020-06,11421,627620,23160,11508
2020-06,11422,315975,8250,825
2020-06,11423,513150,9033,1650
2020-06,11426,161700,3300,825
2020-06,11427,429825,11550,2475
2020-06,11428,327320,4950,825
2020-06,11429,537900,8250,825
2020-06,11432,1360425,50325,22275
2020-06,11433,875325,27224,9900
2020-06,11434,1267200,36299,18150
2020-06,11435,1094775,50324,24708
2020-06,11436,373725,12374,2475
2020-06,11691,1488095,50197,18891
2020-06,11692,516450,15633,4908
2020-06,11693,242550,3300,2475
2020-06,11694,348150,21450,12375
2020-06,11697,37125,825,825
2020-07,10001,842219,12925,4113
2020-07,10002,1449644,34548,16467
2020-07,10003,751520,7413,2475
2020-07,10004,40983,824,824
2020-07,10005,65851,1650,0
2020-07,10006,43250,1650,0
2020-07,10007,60107,1642,817
2020-07,10009,1297739,31294,9870
2020-07,10010,361130,11311,6580
2020-07,10011,624599,23571,8184
2020-07,10012,177988,1644,825
2020-07,10013,270170,6537,3255
2020-07,10014,304004,11359,2468
2020-07,10016,1680586,37053,10703
2020-07,10017,154838,4950,2475
2020-07,10018,176016,3298,0
2020-07,10019,1072740,21337,8982
2020-07,10021,430485,14113,4114
2020-07,10022,308177,14791,5765
2020-07,10023,658816,23899,4125
2020-07,10024,608188,16359,5682
2020-07,10025,1831812,40256,15569
2020-07,10026,1096751,23843,5760
2020-07,10027,1809887,48580,9893
2020-07,10028,404385,18135,7413
2020-07,10029,3358265,51857,17294
2020-07,10030,1147995,28842,8253
2020-07,10031,1495314,37959,9922
2020-07,10032,1697679,96403,9103
2020-07,10033,1194412,72395,8240
2020-07,10034,944322,51746,3957
2020-07,10035,1920856,39506,14836
2020-07,10036,594765,13192,7417
2020-07,10037,849806,23095,2465
2020-07,10038,513465,7434,4950
2020-07,10039,982091,30436,4125
2020-07,10040,856469,45936,6415
2020-07,10044,149217,1655,1650
2020-07,10065,322119,9842,6586
2020-07,10069,44449,825,825
2020-07,10075,577635,9051,3291
2020-07,10128,641731,18736,8231
2020-07,10280,48527,0,0
2020-07,10282,42413,1646,821
2020-07,10301,1164351,31243,7383
2020-07,10302,526953,14002,4117
2020-07,10303,793029,17251,4939
2020-07,10304,1315994,29623,9083
2020-07,10305,973217,23053,7402
2020-07,10306,966399,19723,7390
2020-07,10307,225398,4930,819
2020-07,10308,442514,12345,2460
2020-07,10309,579739,10608,4100
2020-07,10310,788295,21369,5759
2020-07,10312,959220,20602,4937
2020-07,10314,1378906,33687,14819
2020-07,10451,2115788,50269,16480
2020-07,10452,2739477,68990,13917
2020-07,10453,2865152,79710,15439
2020-07,10454,1568558,36215,6588
2020-07,10455,1544325,38713,14015
2020-07,10456,3856056,77411,18102
2020-07,10457,3674985,94424,33620
2020-07,10458,2697631,60483,19885
2020-07,10459,1676030,42755,10712
2020-07,10460,2167883,43204,13997
2020-07,10461,1360325,35367,9833
2020-07,10462,1988141,50198,17243
2020-07,10463,1366720,57674,9876
2020-07,10464,80680,1650,0
2020-07,10465,686785,22232,8200
2020-07,10466,2061124,50201,18891
2020-07,10467,3606809,108405,36046
2020-07,10468,2232507,68986,13798
2020-07,10469,1732860,50176,17261
2020-07,10470,313774,9888,4946
2020-07,10471,268852,7417,3293
2020-07,10472,2091672,62514,13143
2020-07,10473,1688804,47766,14007
2020-07,10474,466185,10672,4902
2020-07,10475,796142,21396,11543
2020-07,11004,386911,4117,1648
2020-07,11101,903462,22231,5753
2020-07,11102,797866,20587,6589
2020-07,11103,513383,16473,3300
2020-07,11104,352445,12358,4942
2020-07,11105,486904,19755,5767
2020-07,11106,744754,20562,10666
2020-07,11109,36233,0,0
2020-07,11201,1194242,30430,9056
2020-07,11203,2313062,46116,20599
2020-07,11204,928878,14779,6553
2020-07,11205,970703,17299,1650
2020-07,11206,2457901,50208,6550
2020-07,11207,3182709,79831,31288
2020-07,11208,2641217,63333,20552
2020-07,11209,1065433,25470,14784
2020-07,11210,1175211,23877,7395
2020-07,11211,1276876,44427,12345
2020-07,11212,3570147,61618,25487
