year_month,zipcode,total_ed_visits,ili_pne_visits,ili_pne_admissions
2021-07,11365,434365,22425,4198
2021-07,11366,119696,6958,1837
2021-07,11367,452659,25693,7032
2021-07,11368,2357223,162945,19480
2021-07,11369,651270,40455,6952
2021-07,11370,542496,18613,5635
2021-07,11372,950313,71304,8418
2021-07,11373,1542523,98533,14824
2021-07,11374,488222,28826,4623
2021-07,11375,601896,34308,7409
2021-07,11377,1132835,61696,14427
2021-07,11378,369655,17242,4196
2021-07,11379,307789,17693,4677
2021-07,11385,1392102,75290,10277
2021-07,11411,416808,27939,1852
2021-07,11412,533968,26822,3226
2021-07,11413,476141,16761,3272
2021-07,11414,213357,10197,5555
2021-07,11415,202364,14889,4164
2021-07,11416,432581,27917,8861
2021-07,11417,409991,24987,4164
2021-07,11418,600229,33988,6513
2021-07,11419,810237,44887,7441
2021-07,11420,697925,36636,8804
2021-07,11421,594712,34459,7505
2021-07,11422,308690,12478,3214
2021-07,11423,476097,26029,8858
2021-07,11426,154639,6041,455
2021-07,11427,329552,7453,457
2021-07,11428,245511,12522,483
2021-07,11429,493962,20853,919
2021-07,11432,1179902,68638,10602
2021-07,11433,790882,34079,5119
2021-07,11434,1102808,51064,7850
2021-07,11435,1008240,57282,8374
2021-07,11436,344763,16655,2765
2021-07,11691,1406719,65406,12565
2021-07,11692,400764,20517,6465
2021-07,11693,182596,4219,0
2021-07,11694,219998,9307,3725
2021-07,11697,26991,1366,913
2021-08,10001,534519,12508,3473
2021-08,10002,1037480,56588,13524
2021-08,10003,495419,22163,6495
2021-08,10004,33628,858,0
2021-08,10005,59907,2602,1
2021-08,10006,27810,428,0
2021-08,10007,48293,1282,860
2021-08,10009,1006673,51560,9138
2021-08,10010,273672,14851,2175
2021-08,10011,430876,21582,5219
2021-08,10012,148739,10725,1319
2021-08,10013,148928,8445,1328
2021-08,10014,234869,9511,1724
2021-08,10016,967848,34767,6928
2021-08,10017,121524,4340,856
2021-08,10018,152422,5533,1766
2021-08,10019,656947,39891,7380
2021-08,10021,318443,15155,4343
2021-08,10022,207767,15741,3903
2021-08,10023,454171,24744,3889
2021-08,10024,380505,12938,2580
2021-08,10025,1200703,57997,20043
2021-08,10026,801672,49940,8216
2021-08,10027,1178616,57527,9978
2021-08,10028,298460,22949,3915
2021-08,10029,2266142,111874,25132
2021-08,10030,768987,52106,12114
2021-08,10031,1040080,57322,16097
2021-08,10032,1278410,79583,21320
2021-08,10033,851867,57073,21709
2021-08,10034,680152,43042,14281
2021-08,10035,1182161,49954,15261
2021-08,10036,386057,18220,3957
2021-08,10037,575945,36542,12239
2021-08,10038,399024,14789,5618
2021-08,10039,742582,51267,10795
2021-08,10040,606022,30428,9541
2021-08,10044,102838,5181,1724
2021-08,10065,217663,4746,871
2021-08,10069,45129,1320,870
2021-08,10075,370645,11081,4344
2021-08,10128,432840,21340,5663
2021-08,10280,38393,1301,0
2021-08,10282,21668,1274,425
2021-08,10301,790699,52210,7832
2021-08,10302,364225,24438,2613
2021-08,10303,552969,40995,3490
2021-08,10304,815119,50347,11727
2021-08,10305,682656,51206,11273
2021-08,10306,709765,72241,19109
2021-08,10307,159797,18450,6725
2021-08,10308,305208,36099,9791
2021-08,10309,406847,43919,9982
2021-08,10310,512841,42970,5249
2021-08,10312,665940,77200,21494
2021-08,10314,996293,94901,18502
2021-08,10451,1524653,82071,17326
2021-08,10452,1851837,95661,17373
2021-08,10453,1960703,97457,24851
2021-08,10454,1085457,64762,15310
2021-08,10455,1171230,53430,7803
2021-08,10456,2540233,113526,16241
2021-08,10457,2465841,116283,19477
2021-08,10458,1756256,74833,16601
2021-08,10459,1157125,52649,10461
2021-08,10460,1486573,72531,15765
2021-08,10461,968101,68616,11428
2021-08,10462,1420093,93224,13474
2021-08,10463,888286,53906,16940
2021-08,10464,61091,5242,1323
2021-08,10465,515768,41200,7917
2021-08,10466,1450543,86560,4030
2021-08,10467,2394286,132541,18465
2021-08,10468,1448831,70765,16100
2021-08,10469,1146789,77881,16232
2021-08,10470,228972,11391,1339
2021-08,10471,200472,8214,3460
2021-08,10472,1457354,97529,14412
2021-08,10473,1153766,71702,12745
2021-08,10474,334460,15151,4367
2021-08,10475,558479,31394,4889
2021-08,11004,264047,16061,3936
2021-08,11101,654303,39074,7373
2021-08,11102,588824,34762,5664
2021-08,11103,408793,26491,6088
2021-08,11104,252210,10477,886
2021-08,11105,361857,24763,8236
2021-08,11106,593925,39176,9979
2021-08,11109,35161,857,0
2021-08,11201,816511,39723,5288
2021-08,11203,1695250,99797,17798
2021-08,11204,688486,60196,10888
2021-08,11205,610777,35930,6488
2021-08,11206,1715790,78710,11697
2021-08,11207,2137228,117159,18703
2021-08,11208,1951029,135077,22152
2021-08,11209,721876,46075,9944
2021-08,11210,928394,80418,14715
2021-08,11211,844478,45590,10459
2021-08,11212,2424591,144698,20986
2021-08,11213,1374904,85675,11395
2021-08,11214,929436,71813,20840
2021-08,11215,569535,30832,1734
2021-08,11216,892609,47464,7394
2021-08,11217,486970,26116,1753
2021-08,11218,792793,57488,13466
2021-08,11219,886587,56210,13430
2021-08,11220,1185187,66444,7380
2021-08,11221,1599824,95467,15642
2021-08,11222,300612,11776,2611
2021-08,11223,890788,90872,17831
2021-08,11224,907151,62988,13043
2021-08,11225,900025,52888,6986
2021-08,11226,1902766,113002,18691
2021-08,11228,341950,28205,6524
2021-08,11229,908345,100821,19208
2021-08,11230,969228,91321,18183
2021-08,11231,470114,28704,891
2021-08,11232,362445,22667,4854
2021-08,11233,1628702,98922,14293
2021-08,11234,1202816,109946,24343
2021-08,11235,1303989,122707,26190
2021-08,11236,1651486,105671,22102
2021-08,11237,997330,63450,5239
2021-08,11238,641723,35206,4773
2021-08,11239,328988,23905,4309
2021-08,11354,495370,37154,18933
2021-08,11355,749288,57174,20858
2021-08,11356,279797,23892,5208
2021-08,11357,239213,15228,7383
2021-08,11358,229984,21807,5200
2021-08,11360,67074,2185,0
2021-08,11361,123341,9497,4304
2021-08,11362,62157,3031,850
2021-08,11363,21761,841,0
2021-08,11364,164777,10032,1291
2021-08,11365,367820,21716,2608
2021-08,11366,105851,6539,2588
2021-08,11367,397025,39896,13070
2021-08,11368,2224305,182657,24782
2021-08,11369,599280,53603,9525
2021-08,11370,488348,28554,4741
2021-08,11372,903745,59647,10887
2021-08,11373,1458924,118316,21786
2021-08,11374,449177,37363,7809
2021-08,11375,566877,47112,12682
2021-08,11377,1075143,69170,17026
2021-08,11378,345923,32138,8194
2021-08,11379,308966,20446,3940
2021-08,11385,1269378,88505,13087
2021-08,11411,417309,27141,5280
2021-08,11412,509540,35169,4779
2021-08,11413,440003,22724,3078
2021-08,11414,172724,13835,5614
2021-08,11415,187595,10829,3479
2021-08,11416,364271,28714,5680
2021-08,11417,389970,22093,6471
2021-08,11418,560478,43220,7409
2021-08,11419,741349,44296,8639
2021-08,11420,638229,42648,7005
2021-08,11421,520833,35216,6904
2021-08,11422,281611,16965,3043
2021-08,11423,444911,29373,6968
2021-08,11426,153174,10019,859
2021-08,11427,295037,17465,2608
2021-08,11428,221883,15597,1725
2021-08,11429,448388,31784,3481
2021-08,11432,1175998,69228,13895
2021-08,11433,711794,49000,9571
2021-08,11434,1010785,60606,16122
2021-08,11435,943137,73040,16450
2021-08,11436,333978,27783,6493
2021-08,11691,1263037,80784,14431
2021-08,11692,365664,20363,3064
2021-08,11693,178739,8703,1728
2021-08,11694,251838,13084,3462
2021-08,11697,31186,3900,875
2021-09,10000,400,0,0
2021-09,10001,449027,17024,4483
2021-09,10002,920890,44963,13358
2021-09,10003,506028,23440,4843
2021-09,10004,27501,793,401
2021-09,10005,53816,2018,787
2021-09,10006,22698,0,0
2021-09,10007,47715,1633,391
2021-09,10009,853478,33657,6093
2021-09,10010,254471,10565,2047
2021-09,10011,412230,22685,5312
2021-09,10012,116799,8083,2830
2021-09,10013,138600,5687,2846
2021-09,10014,200113,7054,2413
2021-09,10016,909929,26781,6059
2021-09,10017,137567,8491,1209
2021-09,10018,106469,6471,2847
2021-09,10019,596210,18614,3615
2021-09,10021,283771,15323,4425
2021-09,10022,229774,10136,2848
2021-09,10023,468800,22616,4442
2021-09,10024,354255,18706,6528
2021-09,10025,1128868,48066,12551
2021-09,10026,648350,30387,8514
2021-09,10027,1136898,69649,16098
2021-09,10028,271699,11316,2417
2021-09,10029,1981171,92254,19469
2021-09,10030,701716,46845,9310
2021-09,10031,875366,49091,13607
2021-09,10032,1100359,74899,31772
2021-09,10033,721632,46689,16112
2021-09,10034,557896,42785,19315
2021-09,10035,1026594,45673,12912
2021-09,10036,357751,16186,4489
2021-09,10037,539789,37351,5205
2021-09,10038,362486,16898,8031
2021-09,10039,619739,35731,9621
2021-09,10040,550114,39729,16032
2021-09,10044,83385,4863,2454
2021-09,10065,213213,11290,3188
2021-09,10069,41797,3266,0
2021-09,10075,354006,13114,1982
2021-09,10128,415925,21483,5679
2021-09,10280,39447,1992,1199
2021-09,10282,21066,2392,789
2021-09,10301,754964,54885,9364
2021-09,10302,353164,27525,3230
2021-09,10303,512092,29370,4424
2021-09,10304,759864,51488,8896
2021-09,10305,596571,40920,9327
2021-09,10306,639486,50326,7264
2021-09,10307,148232,18792,3250
2021-09,10308,290198,20711,3239
2021-09,10309,380407,46525,7337
2021-09,10310,449684,38723,3655
2021-09,10312,627390,59798,10157
2021-09,10314,905064,67982,11699
2021-09,10451,1442597,71400,12961
2021-09,10452,1721616,102433,20271
2021-09,10453,1701608,80939,20924
2021-09,10454,956025,49806,7361
2021-09,10455,988526,62820,13317
2021-09,10456,2327586,106863,20346
2021-09,10457,2243026,102929,18969
2021-09,10458,1598714,90467,18916
2021-09,10459,1061424,50742,12085
2021-09,10460,1352152,72994,14205
2021-09,10461,849718,51236,9583
2021-09,10462,1347136,88715,10852
2021-09,10463,815175,55533,16142
2021-09,10464,55849,2781,1194
2021-09,10465,467500,28034,3099
2021-09,10466,1275787,93621,6539
2021-09,10467,2141080,121519,16050
2021-09,10468,1304552,73827,15959
2021-09,10469,1074706,74083,11048
2021-09,10470,213004,10416,1221
2021-09,10471,176395,8919,4054
2021-09,10472,1369141,92315,11861
2021-09,10473,1021454,61533,8617
2021-09,10474,317295,16888,4018
2021-09,10475,497987,26669,2926
2021-09,11004,253064,11399,2035
2021-09,11101,549175,23975,3247
2021-09,11102,522058,27113,6872
2021-09,11103,354898,13779,3221
2021-09,11104,209442,13371,2429
2021-09,11105,296275,20661,5281
2021-09,11106,496263,25071,8490
2021-09,11109,22690,1618,808
2021-09,11201,744749,35475,4884
2021-09,11203,1479869,92412,17694
2021-09,11204,625713,65622,13003
2021-09,11205,593962,28590,4467
2021-09,11206,1531236,90826,12415
2021-09,11207,1968366,111635,13370
2021-09,11208,1741709,107432,16947
2021-09,11209,676266,47338,12317
2021-09,11210,755573,67196,8504
2021-09,11211,755195,51643,9259
2021-09,11212,2227217,116851,12589
2021-09,11213,1185126,61698,9307
2021-09,11214,861722,60115,13721
2021-09,11215,521629,26830,1997
2021-09,11216,834698,39690,6911
2021-09,11217,433815,18609,1227
2021-09,11218,741293,56446,8022
2021-09,11219,868894,95728,16580
2021-09,11220,1152543,72276,10473
2021-09,11221,1517173,84232,12057
2021-09,11222,259005,13797,3681
2021-09,11223,902929,96904,12901
2021-09,11224,815316,60609,15731
2021-09,11225,773488,40358,7242
2021-09,11226,1630941,84224,14057
2021-09,11228,312827,12515,2817
2021-09,11229,890381,106723,13359
2021-09,11230,891919,111585,12545
2021-09,11231,434257,21759,2398
2021-09,11232,313806,26264,2428
2021-09,11233,1461497,78025,9259
2021-09,11234,1040988,96278,14513
2021-09,11235,1184634,98895,20573
2021-09,11236,1498326,81511,12636
2021-09,11237,886734,65506,10110
2021-09,11238,565408,32078,4435
2021-09,11239,288372,14127,2427
2021-09,11354,491281,43131,16231
2021-09,11355,712076,47286,16876
2021-09,11356,264471,23780,4469
2021-09,11357,222243,15718,9258
2021-09,11358,247550,19382,6082
2021-09,11360,69165,4084,2453
2021-09,11361,121040,9264,2399
2021-09,11362,65120,4072,413
2021-09,11363,20604,1599,807
2021-09,11364,134352,9765,812
2021-09,11365,342128,26614,10074
2021-09,11366,111431,10083,2044
2021-09,11367,334527,26578,6389
2021-09,11368,1966963,181468,22626
2021-09,11369,586432,42241,9651
2021-09,11370,454928,25218,8817
2021-09,11372,822038,63609,8501
2021-09,11373,1348920,113893,15693
2021-09,11374,392602,29077,4870
2021-09,11375,529832,38103,11750
2021-09,11377,1003369,67828,14938
2021-09,11378,326510,27863,6524
2021-09,11379,281373,21499,6491
2021-09,11385,1214042,83241,13383
2021-09,11411,365166,27153,3267
2021-09,11412,464764,28222,2800
2021-09,11413,373950,19782,3632
2021-09,11414,172889,16128,4816
2021-09,11415,176111,12864,3603
2021-09,11416,369719,30148,3984
2021-09,11417,343970,30205,8107
2021-09,11418,498654,36051,6924
2021-09,11419,625810,39203,6439
2021-09,11420,571830,47985,9737
2021-09,11421,516575,37469,6458
2021-09,11422,254164,16533,2413
2021-09,11423,360169,23008,3617
2021-09,11426,137964,8899,2031
2021-09,11427,281024,9664,397
2021-09,11428,193620,12918,796
2021-09,11429,410617,26504,2836
2021-09,11432,1014967,69228,14573
2021-09,11433,622191,35526,5252
2021-09,11434,901569,53197,10484
2021-09,11435,826396,66800,16919
2021-09,11436,300432,14909,3224
2021-09,11691,1129518,75407,9339
2021-09,11692,331603,11763,2427
2021-09,11693,152051,6942,2039
2021-09,11694,203130,11391,4893
2021-09,11697,21393,2462,1235
2021-10,10000,758,0,0
2021-10,10001,412887,17611,4131
2021-10,10002,913516,53404,18723
2021-10,10003,440632,17652,2284
2021-10,10004,30153,1156,390
2021-10,10005,60240,2660,1164
2021-10,10006,21117,1135,0
2021-10,10007,35594,3188,754
2021-10,10009,772776,37685,7272
2021-10,10010,225160,10227,1896
2021-10,10011,391060,17008,3797
2021-10,10012,113452,4536,1503
2021-10,10013,131176,9527,3845
2021-10,10014,190923,7920,1541
2021-10,10016,888589,31320,8722
2021-10,10017,128539,7627,3426
2021-10,10018,96829,6378,758
2021-10,10019,535323,20228,3435
2021-10,10021,299055,19296,9056
2021-10,10022,187786,10852,4158
2021-10,10023,425463,20394,5734
2021-10,10024,343903,14412,4971
2021-10,10025,993665,45183,12579
2021-10,10026,625450,30940,4894
2021-10,10027,1014327,52649,13381
2021-10,10028,258173,12817,4948
2021-10,10029,1833029,80174,22371
2021-10,10030,662704,32831,8735
2021-10,10031,853837,62633,21857
2021-10,10032,1034769,95109,48369
2021-10,10033,674663,59838,27563
2021-10,10034,519264,45072,19119
2021-10,10035,1034701,34759,10246
2021-10,10036,304014,12446,2289
2021-10,10037,513804,24114,4183
2021-10,10038,308954,17811,6525
2021-10,10039,628532,44249,12237
2021-10,10040,530808,49095,21814
2021-10,10044,82998,3450,1917
2021-10,10065,213110,13729,7257
2021-10,10069,29901,1508,754
2021-10,10075,336841,8315,3466
2021-10,10128,398278,17828,5331
2021-10,10280,33541,3401,1523
2021-10,10282,19198,2251,756
2021-10,10301,710614,37088,7419
2021-10,10302,308590,20923,1879
2021-10,10303,457045,27037,4108
2021-10,10304,735738,43052,10111
2021-10,10305,566628,35129,8730
2021-10,10306,619133,40507,8246
2021-10,10307,136234,12325,752
2021-10,10308,268393,20574,4095
2021-10,10309,341729,20196,6057
2021-10,10310,453784,27594,5269
2021-10,10312,583450,45082,8590
2021-10,10314,857700,69676,17614
2021-10,10451,1396473,85221,20895
2021-10,10452,1661884,102444,29779
2021-10,10453,1703167,95723,25252
2021-10,10454,968482,54541,11753
2021-10,10455,980936,50923,7259
2021-10,10456,2264695,112649,27100
2021-10,10457,2131507,107333,26186
2021-10,10458,1497385,73992,14514
2021-10,10459,1036877,56772,13983
2021-10,10460,1317551,75499,16295
2021-10,10461,846260,47307,12207
2021-10,10462,1230352,66904,13019
2021-10,10463,762632,63247,29844
2021-10,10464,42631,3438,1544
2021-10,10465,409017,21852,3868
2021-10,10466,1226933,75673,6903
2021-10,10467,2018943,116387,15320
2021-10,10468,1240939,92152,29187
2021-10,10469,1008482,51686,6102
2021-10,10470,199400,8324,1143
2021-10,10471,164350,9854,5336
2021-10,10472,1282765,79141,9483
2021-10,10473,1061258,51710,7067
2021-10,10474,257928,13380,3995
2021-10,10475,476550,22031,5805
2021-10,11004,246107,10233,1888
2021-10,11101,483618,25730,8019
2021-10,11102,457491,26143,4963
2021-10,11103,307148,17127,5338
2021-10,11104,208531,11640,3001
2021-10,11105,285723,12110,3778
2021-10,11106,432950,24223,4947
2021-10,11109,23403,1139,0
2021-10,11201,801651,27990,4555
2021-10,11203,1405903,71363,17262
2021-10,11204,596619,57559,9071
2021-10,11205,563647,38090,4202
2021-10,11206,1483211,88154,12110
2021-10,11207,1883135,102992,13566
2021-10,11208,1725544,127964,23405
2021-10,11209,645582,39703,7165
2021-10,11210,755167,61769,8084
2021-10,11211,776882,47632,11753
2021-10,11212,2063708,112952,23589
2021-10,11213,1092246,58209,11686
2021-10,11214,845971,60914,14708
2021-10,11215,486149,29474,2981
2021-10,11216,752681,41223,7082
2021-10,11217,404754,18061,2245
2021-10,11218,745791,72687,10181
2021-10,11219,802566,73558,16600
2021-10,11220,1133920,64485,10691
2021-10,11221,1438682,81833,16978
2021-10,11222,265906,13286,3420
2021-10,11223,818275,77918,10568
2021-10,11224,797422,58076,15150
2021-10,11225,734330,33684,4914
2021-10,11226,1621829,93566,19131
2021-10,11228,305784,21134,6722
2021-10,11229,782681,82233,13892
2021-10,11230,839592,90527,16662
2021-10,11231,388544,26039,2272
2021-10,11232,325292,17740,2292
2021-10,11233,1406259,89020,9838
2021-10,11234,937425,69931,11321
2021-10,11235,1135268,90911,19252
2021-10,11236,1420817,71199,9373
2021-10,11237,841414,62862,7148
2021-10,11238,569427,22203,2594
2021-10,11239,294929,20098,2264
2021-10,11354,466604,46367,21156
2021-10,11355,652981,58226,22771
2021-10,11356,259177,27519,6534
2021-10,11357,201756,19664,8420
2021-10,11358,192972,16588,5653
2021-10,11360,70198,4562,1143
2021-10,11361,111548,7165,2683
2021-10,11362,55428,2269,373
2021-10,11363,13245,386,0
2021-10,11364,135189,8706,1928
2021-10,11365,350411,29594,7644
2021-10,11366,91685,6808,1887
2021-10,11367,347352,29702,6492
2021-10,11368,1945425,195870,25283
2021-10,11369,541244,43815,4254
2021-10,11370,395911,26822,5729
2021-10,11372,805876,65245,8697
2021-10,11373,1318550,125201,15568
2021-10,11374,386105,23089,2669
2021-10,11375,482633,19706,9521
2021-10,11377,953442,72322,10665
2021-10,11378,328922,24551,3417
2021-10,11379,258405,17747,6470
2021-10,11385,1177477,97189,20310
2021-10,11411,355990,23207,2658
2021-10,11412,456507,24309,3839
2021-10,11413,372935,18464,3007
2021-10,11414,157473,10649,3036
2021-10,11415,175059,15815,4529
2021-10,11416,357816,32796,6416
2021-10,11417,333757,24828,4869
2021-10,11418,495868,41675,9862
2021-10,11419,629716,43854,10576
2021-10,11420,555018,35936,9810
2021-10,11421,469673,41439,6383
2021-10,11422,247592,18219,2628
2021-10,11423,379733,25732,5307
2021-10,11426,119298,4504,0
2021-10,11427,263000,15306,1906
2021-10,11428,199888,11738,375
2021-10,11429,370602,23336,3027
2021-10,11432,1057338,77089,13546
2021-10,11433,626835,41263,6053
2021-10,11434,904574,56916,6393
2021-10,11435,789270,73684,13996
2021-10,11436,271799,21587,4515
2021-10,11691,1055403,57154,11304
2021-10,11692,363903,22234,3385
2021-10,11693,159113,8366,778
2021-10,11694,199365,11770,3016
2021-10,11697,23116,1491,377
2021-11,10000,335,0,0
2021-11,10001,338078,14182,2749
2021-11,10002,742738,30171,6566
2021-11,10003,338388,12891,2083
2021-11,10004,23180,1403,353
2021-11,10005,52405,1758,358
2021-11,10006,16018,1047,0
2021-11,10007,27977,1404,0
2021-11,10009,567134,23487,702
2021-11,10010,171095,6586,677
2021-11,10011,312014,15514,3148
2021-11,10012,102661,3121,338
2021-11,10013,132250,5850,1705
2021-11,10014,159159,7488,355
2021-11,10016,712596,19393,5891
2021-11,10017,105800,6550,1385
2021-11,10018,73439,2771,709
2021-11,10019,419225,14214,2101
2021-11,10021,269618,12747,1366
2021-11,10022,178739,8985,699
2021-11,10023,363413,12755,2409
2021-11,10024,296951,9400,3172
2021-11,10025,809053,24511,4802
2021-11,10026,485977,19773,2424
2021-11,10027,842746,34776,5259
2021-11,10028,221804,9767,2479
2021-11,10029,1426011,54403,14669
2021-11,10030,559684,33884,4471
2021-11,10031,729724,44007,4847
2021-11,10032,884949,54493,6260
2021-11,10033,592325,48886,6230
2021-11,10034,503902,28369,1719
2021-11,10035,827926,27507,6646
2021-11,10036,249310,13059,1723
2021-11,10037,437605,31213,4142
2021-11,10038,282973,9768,1412
2021-11,10039,541986,35114,4852
2021-11,10040,445989,31304,3143
2021-11,10044,77646,6222,1735
2021-11,10065,179014,8674,1763
2021-11,10069,30110,2077,0
2021-11,10075,296200,11726,5171
2021-11,10128,339610,17358,2808
2021-11,10280,30843,1410,354
2021-11,10282,15172,0,0
2021-11,10301,649448,38131,3128
2021-11,10302,291478,20318,3177
2021-11,10303,403275,25338,2100
2021-11,10304,579086,40968,6959
2021-11,10305,482059,38267,8982
2021-11,10306,522244,52467,9002
2021-11,10307,121521,13059,3098
2021-11,10308,228545,22606,6893
2021-11,10309,319790,33641,7260
2021-11,10310,373829,31583,2435
2021-11,10312,528967,61729,12006
2021-11,10314,754350,57295,13820
2021-11,10451,1167392,65014,9368
2021-11,10452,1426160,77702,7344
2021-11,10453,1446709,73877,6312
2021-11,10454,857160,49139,8682
2021-11,10455,884936,49133,8614
2021-11,10456,1928600,99455,9759
2021-11,10457,1792521,79958,11776
2021-11,10458,1294175,57525,7653
2021-11,10459,896789,46425,7663
2021-11,10460,1118940,61938,11039
2021-11,10461,687727,47643,6590
2021-11,10462,1061113,67105,8734
2021-11,10463,708572,33311,3553
2021-11,10464,41697,1346,357
2021-11,10465,371522,22899,4246
2021-11,10466,1095836,61143,4555
2021-11,10467,1775893,110992,7353
2021-11,10468,1102421,62456,5566
2021-11,10469,923125,54213,9038
2021-11,10470,169013,12135,2067
2021-11,10471,141090,6622,2087
2021-11,10472,1112595,75369,8970
2021-11,10473,892989,50855,9786
2021-11,10474,235936,11060,3096
2021-11,10475,401301,15861,3494
2021-11,11004,206370,9338,1016
2021-11,11101,416711,20336,2397
2021-11,11102,368014,18790,2093
2021-11,11103,248228,11447,1394
2021-11,11104,168267,12783,1384
2021-11,11105,230602,13587,1404
2021-11,11106,335153,20537,3851
2021-11,11109,23873,1393,0
2021-11,11201,618023,30499,2100
2021-11,11203,1228592,59133,9987
2021-11,11204,503385,48373,6524
2021-11,11205,460919,31520,4502
2021-11,11206,1269241,71585,13494
2021-11,11207,1646182,93743,16705
2021-11,11208,1435345,96982,13880
2021-11,11209,558108,40699,7249
2021-11,11210,565039,39769,5517
2021-11,11211,617891,41013,7636
2021-11,11212,1811942,87953,25557
2021-11,11213,942035,45634,9344
2021-11,11214,740920,55597,12350
2021-11,11215,432115,18817,1399
2021-11,11216,652127,38729,6892
2021-11,11217,354662,15487,2757
2021-11,11218,630831,40723,8296
2021-11,11219,689332,40401,10295
2021-11,11220,952099,61578,6268
2021-11,11221,1217965,67883,12603
2021-11,11222,213250,15282,3113
2021-11,11223,697531,51197,8990
2021-11,11224,673898,57346,13799
2021-11,11225,645306,32892,5493
2021-11,11226,1389220,85611,16508
2021-11,11228,258229,19282,3489
2021-11,11229,680929,76925,11045
2021-11,11230,689953,55673,7866
2021-11,11231,363431,20398,2088
2021-11,11232,293109,23536,1373
2021-11,11233,1201494,63993,9665
2021-11,11234,742850,56529,5512
2021-11,11235,989499,111718,24585
2021-11,11236,1127587,60408,11779
2021-11,11237,747218,53560,7345
2021-11,11238,487329,24140,2075
2021-11,11239,246169,12294,2077
2021-11,11354,407054,36697,15547
2021-11,11355,573164,47637,10658
2021-11,11356,233620,25662,2104
2021-11,11357,175132,11397,5132
2021-11,11358,195131,14925,3120
2021-11,11360,45095,2766,359
2021-11,11361,90292,6201,2715
2021-11,11362,46514,2041,0
2021-11,11363,10749,356,0
2021-11,11364,111712,5558,346
2021-11,11365,324230,26011,4524
2021-11,11366,89314,8297,2399
2021-11,11367,298410,23596,5199
2021-11,11368,1664577,162738,10765
2021-11,11369,448777,36644,5542
2021-11,11370,346449,23812,4416
2021-11,11372,687997,58223,6193
2021-11,11373,1167132,110560,12122
2021-11,11374,334399,31508,2735
2021-11,11375,427428,31083,6960
2021-11,11377,777694,71459,7348
2021-11,11378,267444,21833,4531
2021-11,11379,232626,18668,5178
2021-11,11385,951544,72829,12485
2021-11,11411,288884,20848,2455
2021-11,11412,404075,18600,3810
2021-11,11413,315809,18474,2095
2021-11,11414,149367,10401,3121
2021-11,11415,152955,11014,2753
2021-11,11416,309173,34568,7610
2021-11,11417,289939,24201,3812
2021-11,11418,449439,38778,5856
2021-11,11419,521479,38793,7990
2021-11,11420,468780,30164,6947
2021-11,11421,424499,23869,6909
2021-11,11422,203551,10803,2119
2021-11,11423,318865,19779,3842
2021-11,11426,110991,6953,1387
2021-11,11427,238288,11663,1012
2021-11,11428,171101,11404,2096
2021-11,11429,345549,22706,1716
2021-11,11432,910155,81335,12492
2021-11,11433,514378,39116,4891
2021-11,11434,796702,49006,8969
2021-11,11435,711842,64907,12837
2021-11,11436,237861,16300,2769
2021-11,11691,950908,55755,10839
2021-11,11692,299463,14169,2777
2021-11,11693,117928,6905,355
2021-11,11694,154944,14251,4183
2021-11,11697,14456,707,360
2021-12,10000,309,0,0
2021-12,10001,422846,47219,5934
2021-12,10002,871138,102313,16854
2021-12,10003,484727,42981,7848
2021-12,10004,24782,4094,309
2021-12,10005,45816,4057,304
2021-12,10006,21729,2818,321
2021-12,10007,32649,4048,611
2021-12,10009,937995,96694,9960
2021-12,10010,240594,26952,1891
2021-12,10011,372744,49982,4373
2021-12,10012,99012,13244,946
2021-12,10013,142102,13224,2197
2021-12,10014,162762,25551,3504
2021-12,10016,772723,69576,3970
2021-12,10017,106609,14484,1612
2021-12,10018,95925,9622,1585
2021-12,10019,537219,57926,8077
2021-12,10021,292670,28197,3716
2021-12,10022,194222,22627,2523
2021-12,10023,446984,49442,9058
2021-12,10024,335715,40674,8161
2021-12,10025,951556,106497,15670
2021-12,10026,645272,90047,9659
2021-12,10027,976473,133119,15005
2021-12,10028,267563,27567,4991
2021-12,10029,1859082,224046,27408
2021-12,10030,638938,94318,9590
2021-12,10031,800311,103927,9096
2021-12,10032,959909,143162,12908
2021-12,10033,621371,81151,10312
2021-12,10034,499731,57492,7189
2021-12,10035,967403,109386,22339
2021-12,10036,264103,32484,4642
2021-12,10037,498288,72697,7801
2021-12,10038,346232,35760,1915
2021-12,10039,605853,96882,12456
2021-12,10040,454697,69302,6599
2021-12,10044,80391,6546,2822
2021-12,10065,205468,15681,2541
2021-12,10069,39115,4361,303
2021-12,10075,292861,26140,5293
2021-12,10128,403391,42540,7795
2021-12,10280,28944,4946,610
2021-12,10282,20874,3455,631
2021-12,10301,702383,134930,7799
2021-12,10302,291859,45670,1887
2021-12,10303,456359,89286,4379
2021-12,10304,687929,110883,12933
2021-12,10305,556788,84428,11261
2021-12,10306,590544,120146,16186
2021-12,10307,151338,31092,4102
2021-12,10308,277111,63071,7772
2021-12,10309,370886,94124,11879
2021-12,10310,424629,91065,2813
2021-12,10312,579788,135257,17885
2021-12,10314,776976,148787,19791
2021-12,10451,1269783,153633,23501
2021-12,10452,1590671,166021,11848
2021-12,10453,1580139,175462,15971
2021-12,10454,943065,107652,10603
2021-12,10455,939188,118136,14774
2021-12,10456,2114464,225167,21691
2021-12,10457,2099486,201360,21046
2021-12,10458,1379988,163244,17822
