zipcode,year,month,volume
11215.0,2019,3,281854
11215.0,2019,4,230705
11215.0,2019,5,223715
11215.0,2021,5,331
11215.0,2021,6,8204
11215.0,2021,8,74751
11216.0,2009,12,30288
11216.0,2010,1,28285
11216.0,2011,9,124
11216.0,2013,5,12046
11216.0,2014,5,6615
11216.0,2017,10,8818
11217.0,2010,4,452064
11217.0,2012,10,7767
11217.0,2012,11,1075
11217.0,2013,9,139988
11217.0,2016,6,938
11217.0,2019,6,30248
11217.0,2021,1,136667
11217.0,2024,6,252594
11218.0,2008,6,9505
11218.0,2009,4,976
11218.0,2009,8,27792
11218.0,2010,3,164
11218.0,2010,5,70358
11218.0,2010,7,23768
11218.0,2010,9,174966
11218.0,2010,10,100320
11218.0,2011,1,82218
11218.0,2011,6,49370
11218.0,2011,10,8741
11218.0,2012,9,11653
11218.0,2012,10,38531
11218.0,2013,11,12669
11218.0,2015,3,53726
11218.0,2015,12,195
11218.0,2016,6,350681
11218.0,2016,7,3922
11218.0,2016,10,235464
11218.0,2016,11,432722
11218.0,2017,1,4302
11218.0,2017,9,78679
11218.0,2017,10,8641
11218.0,2018,2,48845
11218.0,2018,7,5094
11218.0,2019,9,42496
11218.0,2022,3,24396
11218.0,2022,10,7543
11218.0,2023,5,154
11218.0,2024,3,2603
11218.0,2024,5,20756
11219.0,2012,9,4079
11219.0,2012,10,46010
11219.0,2012,12,4453
11220.0,2009,5,12691
11220.0,2009,6,92134
11220.0,2009,9,2242
11220.0,2009,12,106
11220.0,2010,6,288582
11220.0,2010,7,67452
11220.0,2011,9,65032
11220.0,2011,11,176
11220.0,2012,1,4
11220.0,2012,7,35441
11220.0,2012,10,12159
11220.0,2013,1,50654
11220.0,2013,5,5430
11220.0,2015,9,5309
11220.0,2015,10,71043
11220.0,2016,11,5486
11220.0,2018,7,65709
11220.0,2018,12,596
11220.0,2021,11,9080
11220.0,2023,4,599
11221.0,2009,8,15960
11221.0,2009,9,35796
11221.0,2011,4,2577
11221.0,2012,10,12079
11221.0,2012,11,48374
11221.0,2013,5,99
11221.0,2013,11,1490
11221.0,2014,8,201610
11221.0,2015,2,4824
11221.0,2017,6,1089
11221.0,2017,8,7991
11221.0,2018,2,37553
11221.0,2018,3,82064
11221.0,2018,11,7164
11221.0,2019,11,54195
11222.0,2008,3,127508
11222.0,2008,4,112561
11222.0,2010,7,407205
11222.0,2010,8,85447
11222.0,2010,9,76134
11222.0,2011,3,43934
11222.0,2011,6,11347
11222.0,2012,4,162708
11222.0,2013,4,209483
11222.0,2013,5,1084
11222.0,2014,3,1081
11222.0,2015,11,155811
11222.0,2015,12,3565
11222.0,2016,4,285
11222.0,2016,7,331528
11222.0,2016,10,22316
11222.0,2017,2,1827
11222.0,2017,11,350
11222.0,2017,12,18766
11222.0,2018,12,184570
11222.0,2019,9,36153
11222.0,2023,11,23807
11222.0,2024,3,68898
11223.0,2009,2,17874
11223.0,2009,3,7705
11223.0,2009,4,123
11223.0,2009,5,80739
11223.0,2009,10,89846
11223.0,2011,2,3239
11223.0,2012,7,16705
11223.0,2014,11,18211
11223.0,2015,7,527
11223.0,2016,10,107213
11223.0,2016,11,3195
11223.0,2017,5,42701
11223.0,2018,12,2769
11223.0,2019,7,46684
11223.0,2021,8,7732
11224.0,2010,10,39143
11224.0,2011,3,51033
11224.0,2016,3,1093
11224.0,2017,8,25684
11224.0,2019,2,22863
11224.0,2019,5,20183
11224.0,2019,7,49353
11224.0,2019,8,375002
11224.0,2021,1,2844
11224.0,2021,7,1629
11224.0,2022,5,159817
11225.0,2009,12,13055
11225.0,2011,1,112375
11225.0,2011,3,30742
11225.0,2011,9,9
11225.0,2011,10,10149
11225.0,2013,9,167
11225.0,2015,5,5888
11225.0,2015,6,412
11225.0,2015,7,620
11225.0,2015,8,935
11225.0,2017,4,3302
11225.0,2017,8,150721
11225.0,2019,6,20741
11225.0,2023,3,8281
11225.0,2023,4,15667
11226.0,2007,11,13690
11226.0,2009,12,2686
11226.0,2011,4,182045
11226.0,2011,10,73055
11226.0,2012,5,43959
11226.0,2012,10,723
11226.0,2013,5,1644
11226.0,2015,1,42686
11226.0,2015,6,2069
11226.0,2017,4,3153
11226.0,2017,7,15743
11226.0,2017,8,97799
11226.0,2017,12,93301
11226.0,2018,7,6188
11228.0,2008,9,52088
11228.0,2009,6,8076
11228.0,2009,11,3918
11228.0,2010,3,7259
11228.0,2010,5,154819
11228.0,2010,6,87340
11228.0,2011,6,144771
11228.0,2012,7,2809
11228.0,2012,12,73
11228.0,2013,1,726
11228.0,2014,3,3876
11228.0,2015,3,426
11228.0,2015,10,19338
11228.0,2017,1,20
11229.0,2009,3,1771
11229.0,2010,3,175
11229.0,2010,9,23113
11229.0,2012,7,10357
11229.0,2016,6,1558
11229.0,2016,7,7
11229.0,2017,1,26787
11229.0,2022,9,11872
11229.0,2022,10,4201
11229.0,2023,10,37450
11230.0,2009,4,5931
11230.0,2009,12,33078
11230.0,2010,1,16953
11230.0,2012,1,65
11230.0,2012,5,19396
11230.0,2014,4,12487
11230.0,2014,10,286
11230.0,2015,6,3
11230.0,2016,8,10644
11230.0,2020,10,8508
11230.0,2022,3,18699
11230.0,2023,1,86118
11230.0,2023,2,34403
11230.0,2023,5,23924
11230.0,2023,10,3576
11231.0,2008,4,20896
11231.0,2009,1,15137
11231.0,2010,2,24
11231.0,2011,8,171
11231.0,2011,11,82
11231.0,2012,10,12185
11231.0,2014,6,6231
11231.0,2014,11,45602
11231.0,2015,6,28665
11231.0,2015,11,2425
11231.0,2015,12,544
11231.0,2016,9,6099
11231.0,2016,10,686
11231.0,2016,11,14840
11231.0,2021,8,343222
11231.0,2021,10,63114
11231.0,2022,10,25008
11231.0,2023,7,64120
11231.0,2023,8,41968
11231.0,2024,5,7938
11232.0,2010,7,411
11232.0,2016,7,2551
11232.0,2016,8,3138
11232.0,2016,11,50
11233.0,2009,1,25425
11233.0,2009,8,21560
11233.0,2009,9,1
11233.0,2010,2,4588
11233.0,2010,8,234
11233.0,2012,5,46124
11233.0,2013,2,8
11233.0,2013,8,8634
11233.0,2013,11,888
11233.0,2016,7,20306
11233.0,2016,8,4468
11233.0,2017,4,9263
11233.0,2017,12,38916
11233.0,2018,2,15871
11233.0,2018,3,7338
11233.0,2023,10,7735
11234.0,2010,7,21422
11234.0,2010,8,132774
11234.0,2011,3,2181
11234.0,2011,4,303093
11234.0,2014,6,1366
11234.0,2015,8,69284
11234.0,2016,7,19691
11234.0,2017,4,2052
11234.0,2017,5,102
11234.0,2017,7,333
11234.0,2018,7,7302
11234.0,2018,8,5372
11234.0,2018,11,28617
11234.0,2019,4,158417
11234.0,2022,12,480216
11234.0,2023,1,134266
11234.0,2023,2,36936
11234.0,2023,5,157281
11234.0,2023,6,1444825
11235.0,2009,4,2900
11235.0,2009,9,5366
11235.0,2011,1,8432
11235.0,2011,5,8506
11235.0,2014,7,19274
11235.0,2014,8,897
11235.0,2015,1,841
11235.0,2015,10,1008535
11235.0,2015,12,273
11235.0,2016,7,65904
11235.0,2017,6,341
11235.0,2021,1,3602
11235.0,2021,7,5815
11235.0,2022,1,91317
11235.0,2022,11,7230
11236.0,2009,6,52329
11236.0,2011,10,68258
11236.0,2011,11,3597
11236.0,2013,2,123491
11236.0,2014,2,133921
11236.0,2014,3,3066
11236.0,2014,12,81411
11236.0,2015,7,558
11236.0,2015,8,1782
11236.0,2016,2,2210
11236.0,2016,3,20166
11236.0,2016,10,0
11236.0,2016,11,8168
11236.0,2016,12,22120
11236.0,2017,2,143
11236.0,2017,8,268
11236.0,2017,12,212
11236.0,2018,12,698
11236.0,2019,2,7861
11236.0,2019,9,15242
11236.0,2021,11,32695
11236.0,2022,11,16492
11236.0,2023,11,15019
11237.0,2009,12,43
11237.0,2011,3,35116
11237.0,2012,4,1421
11237.0,2013,3,9605
11237.0,2013,4,3181
11237.0,2013,5,68
11237.0,2013,11,420
11237.0,2014,3,17
11237.0,2015,2,28542
11237.0,2015,3,20752
11237.0,2015,4,399
11237.0,2015,11,147
11237.0,2015,12,6575
11237.0,2016,3,20
11237.0,2016,4,813
11237.0,2016,8,11839
11237.0,2016,12,3076
11237.0,2017,2,22485
11237.0,2017,4,87
11237.0,2017,8,41451
11237.0,2017,11,41406
11237.0,2018,11,28887
11237.0,2019,8,46536
11237.0,2020,8,40102
11237.0,2020,9,13642
11237.0,2021,5,45811
11237.0,2021,6,12712
11237.0,2022,11,4320
11237.0,2022,12,87385
11237.0,2023,5,3127
11237.0,2023,6,6974
11238.0,2009,1,26929
11238.0,2009,8,4693
11238.0,2010,5,23618
11238.0,2010,8,48027
11238.0,2010,9,98730
11238.0,2011,3,5716
11238.0,2012,1,3143
11238.0,2012,6,6477
11238.0,2012,10,719
11238.0,2013,9,31318
11238.0,2016,1,15646
11238.0,2016,3,26460
11238.0,2019,2,66091
11238.0,2019,6,199486
11239.0,2012,1,83908
11239.0,2012,2,157121
11239.0,2015,7,795
11354.0,2009,4,620
11354.0,2009,5,13498
11354.0,2010,4,186488
11354.0,2013,2,8699
11354.0,2013,5,474
11354.0,2014,6,193530
11354.0,2015,4,644
11354.0,2015,5,3354
11354.0,2015,6,12945
11354.0,2016,4,84141
11354.0,2017,6,67374
11354.0,2017,10,3027
11354.0,2018,6,2053
11354.0,2019,5,60079
11354.0,2019,11,50147
11354.0,2020,9,51350
11354.0,2021,6,13699
11354.0,2021,10,137
11355.0,2009,7,135
11355.0,2012,10,110
11355.0,2012,12,6375
11355.0,2013,11,3564
11355.0,2014,5,17977
11355.0,2014,6,94524
11355.0,2014,10,35271
11355.0,2014,11,55502
11355.0,2016,12,19
11355.0,2017,12,23
11355.0,2019,11,89809
11355.0,2020,9,38089
11355.0,2021,8,49
11356.0,2016,8,10386
11357.0,2009,7,1124
11357.0,2015,3,919
11357.0,2015,7,6330
11358.0,2009,2,1334
11358.0,2010,1,489
11358.0,2013,1,69118
11358.0,2015,12,15926
11358.0,2017,12,13363
11358.0,2021,8,25530
11358.0,2021,9,4315
11360.0,2009,6,20
11360.0,2009,7,46823
11360.0,2011,7,5327
11360.0,2011,8,13578
11360.0,2012,8,65597
11360.0,2015,7,7183
11361.0,2009,6,13
11361.0,2011,7,75468
11361.0,2016,8,31564
11361.0,2023,3,22718
11362.0,2012,10,217
11362.0,2013,6,41893
11362.0,2015,5,8269
11362.0,2015,6,29596
11362.0,2016,1,69878
11362.0,2016,6,32601
11362.0,2016,11,5069
11362.0,2018,7,4774
11363.0,2009,4,5874
11363.0,2014,3,4069
11363.0,2015,5,114283
11364.0,2010,5,9472
11364.0,2013,1,11658
11364.0,2013,11,269
11364.0,2018,12,17724
11365.0,2009,7,8677
11365.0,2009,10,13072
11365.0,2010,10,8247
11365.0,2010,11,67
11365.0,2011,9,51818
11365.0,2012,10,2052
11365.0,2016,8,4174
11365.0,2021,1,10006
11366.0,2009,3,27002
11366.0,2012,4,1075
11366.0,2012,7,5347
11366.0,2012,8,428
11366.0,2012,9,320
11366.0,2014,7,57
11366.0,2015,11,1484
11366.0,2015,12,554
11366.0,2017,10,56906
11366.0,2018,2,983
11366.0,2021,11,13826
11366.0,2021,12,4058
11367.0,2009,1,59608
11367.0,2009,3,7621
11367.0,2010,1,79862
11367.0,2010,2,5419
11367.0,2010,5,10133
11367.0,2011,6,1
11367.0,2012,7,3309
11367.0,2012,8,7198
11367.0,2014,5,69965
11367.0,2014,6,968
11367.0,2014,10,23736
11367.0,2014,11,390551
11367.0,2021,6,11849
11367.0,2023,4,254226
11367.0,2024,3,172517
11368.0,2010,10,286997
11368.0,2015,7,2726
11368.0,2015,8,43567
11368.0,2015,9,257166
11368.0,2015,12,1165
11368.0,2019,1,35572
11368.0,2019,2,14969
11368.0,2021,3,244478
11368.0,2022,5,251087
11369.0,2010,5,119793
11369.0,2010,6,503
11369.0,2012,12,3262
11369.0,2014,10,1958
11369.0,2015,2,34946
11369.0,2016,5,130664
11369.0,2017,6,174252
11369.0,2022,2,2362
11370.0,2014,10,254
11370.0,2016,5,75356
11370.0,2016,8,915
11370.0,2017,6,62510
11370.0,2021,8,9020
11371.0,2014,11,206704
11371.0,2016,5,98615
11371.0,2017,6,411278
11372.0,2009,11,22
11372.0,2009,12,2382
11372.0,2011,6,16617
11372.0,2012,6,7665
11372.0,2014,2,16
11372.0,2014,3,1987
11372.0,2016,1,145202
11372.0,2017,12,10230
11372.0,2021,1,179902
11372.0,2022,3,30068
11373.0,2009,9,66
11373.0,2010,1,1512
11373.0,2010,4,1224
11373.0,2010,8,3530
11373.0,2012,11,199
11373.0,2014,10,7047
11373.0,2016,6,16560
11373.0,2017,12,13838
11373.0,2018,2,82
11373.0,2018,4,2027
11373.0,2018,5,2454
11373.0,2024,1,100892
11374.0,2009,2,6200
11374.0,2010,1,72298
11374.0,2010,3,11310
11374.0,2011,4,148486
11374.0,2011,5,101420
11374.0,2011,9,68276
11374.0,2011,10,367
11374.0,2014,10,116064
11375.0,2009,9,31391
11375.0,2016,1,18038
11375.0,2017,10,1124
11375.0,2019,10,163157
11375.0,2022,3,7389
11375.0,2024,3,46598
11377.0,2009,12,83875
11377.0,2010,6,174479
11377.0,2012,6,135696
11377.0,2012,12,351
11377.0,2014,3,2511
11377.0,2015,3,9972
11377.0,2015,7,15262
11377.0,2018,5,179
11377.0,2018,11,125031
11377.0,2019,5,154085
11377.0,2019,8,128558
11377.0,2019,9,6410
11377.0,2019,11,163584
11377.0,2023,4,285193
11377.0,2023,9,51179
11377.0,2024,6,161470
11378.0,2008,4,83783
11378.0,2008,5,73744
11378.0,2008,6,106134
11378.0,2010,12,54812
11378.0,2011,6,22914
11378.0,2011,7,29193
11378.0,2011,8,49110
11378.0,2011,9,6475
11378.0,2012,4,3911
11378.0,2014,3,6531
11378.0,2014,7,79726
11378.0,2015,3,1188
11378.0,2015,12,83894
11378.0,2016,3,10898
11378.0,2016,4,63788
11378.0,2016,6,28903
11378.0,2016,7,1823
11378.0,2017,4,6
11378.0,2017,10,4233
11378.0,2019,6,48104
11378.0,2019,8,75455
11378.0,2019,9,39316
11378.0,2020,8,97298
11378.0,2020,9,52572
11378.0,2022,4,72895
11378.0,2022,5,24000
11378.0,2023,3,14835
11378.0,2023,4,31142
11378.0,2024,1,45308
11378.0,2024,3,24349
11379.0,2011,1,37574
11379.0,2011,2,104
11379.0,2014,10,34180
11379.0,2018,6,21205
11379.0,2019,7,16942
11385.0,2007,4,23381
11385.0,2007,5,85287
11385.0,2009,3,2110
11385.0,2009,4,669
11385.0,2009,6,552
11385.0,2009,8,50698
11385.0,2010,2,6169
11385.0,2010,3,47852
11385.0,2010,9,45
11385.0,2011,1,6857
11385.0,2011,3,32189
11385.0,2011,4,1217
11385.0,2012,2,454118
11385.0,2012,4,44
11385.0,2012,5,464
11385.0,2012,10,683
11385.0,2013,2,17
11385.0,2013,4,12104
11385.0,2013,11,9569
11385.0,2014,10,10336
11385.0,2015,3,61377
11385.0,2015,4,228970
11385.0,2015,9,1525
11385.0,2015,10,15844
11385.0,2016,3,0
11385.0,2017,7,23604
11385.0,2017,10,106843
11385.0,2018,5,23698
11385.0,2018,6,10510
11385.0,2019,1,18553
11385.0,2019,2,1006
11385.0,2019,10,18576
11385.0,2021,5,14149
11385.0,2021,6,0
11385.0,2021,9,7987
11385.0,2021,10,13256
11385.0,2022,4,5100
11385.0,2023,3,41572
11385.0,2023,4,74246
11385.0,2023,5,0
11411.0,2010,2,3669
11411.0,2011,6,355007
11411.0,2011,11,221
11411.0,2012,10,831
11411.0,2013,5,91758
11411.0,2013,6,201053
11411.0,2014,5,134858
11411.0,2015,5,1038719
11411.0,2016,6,895206
11411.0,2017,5,202045
11411.0,2017,6,31662
11411.0,2017,11,38833
11411.0,2020,8,334685
11411.0,2020,9,363985
11411.0,2021,6,40654
11411.0,2022,5,34682
11412.0,2011,4,5990
11412.0,2013,11,115
11413.0,2009,6,6874
11413.0,2011,11,53037
11413.0,2012,2,40746
11413.0,2013,3,8858
11413.0,2013,8,69820
11413.0,2017,1,77629
11413.0,2023,11,199807
11414.0,2007,4,350599
11414.0,2008,3,20714
11414.0,2008,4,3177
11414.0,2009,12,42959
11414.0,2010,5,0
11414.0,2013,4,71980
11414.0,2013,9,116868
11414.0,2014,4,0
11414.0,2016,4,170
11414.0,2018,4,1225
11414.0,2021,5,44767
11414.0,2021,6,86341
11414.0,2022,5,163186
11414.0,2023,6,9945
11415.0,2016,1,40659
11415.0,2016,12,452
11415.0,2017,7,17706
11415.0,2022,1,58175
11416.0,2011,1,8
11416.0,2012,2,143613
11416.0,2016,9,1369
11416.0,2017,12,39912
11416.0,2019,1,139651
11417.0,2009,9,297179
11417.0,2009,11,39321
11417.0,2010,1,524921
11417.0,2010,4,4153
11417.0,2010,5,14997
11417.0,2011,3,52116
11417.0,2011,4,44632
11417.0,2011,8,14094
11417.0,2013,11,1478
11417.0,2015,7,4137
11417.0,2015,11,14330
11417.0,2016,3,2022
11417.0,2017,3,10640
11417.0,2018,4,2813
11417.0,2021,6,15328
11418.0,2009,3,14725
11418.0,2009,4,8265
11418.0,2011,3,1325
11418.0,2013,2,8356
11418.0,2014,8,14256
11418.0,2017,8,500
11418.0,2019,9,33252
11418.0,2021,8,5410
11419.0,2017,8,707
11419.0,2018,7,435
11419.0,2018,8,16156
11420.0,2009,11,2153
11420.0,2010,4,5589
11420.0,2010,5,24897
11420.0,2011,2,35040
11420.0,2012,5,24469
11420.0,2012,9,3997
11420.0,2012,12,750
11420.0,2013,3,8199
11420.0,2013,11,29305
11420.0,2013,12,16026
11421.0,2011,4,219632
11421.0,2012,2,23059
11421.0,2013,4,398
11421.0,2015,4,167
11421.0,2017,12,22845
11421.0,2018,5,119725
11421.0,2018,6,13116
11422.0,2008,3,49090
11422.0,2009,11,90
11422.0,2010,3,95718
11422.0,2013,5,284
11422.0,2013,8,66360
11422.0,2014,5,4183
11422.0,2015,5,572
11422.0,2017,5,405724
11422.0,2017,6,27655
11422.0,2018,5,219049
11422.0,2018,6,102689
11422.0,2019,3,469660
11422.0,2019,4,5264
11422.0,2021,6,373807
11423.0,2010,1,581
11423.0,2010,8,70509
11423.0,2012,1,16855
11423.0,2014,9,218592
11423.0,2014,10,103703
11423.0,2017,10,61962
11423.0,2019,9,175923
11423.0,2019,10,146136
11425.0,2008,9,320
11426.0,2009,9,33880
11426.0,2015,7,464
11427.0,2012,2,20618
11427.0,2014,9,19160
11427.0,2014,10,24447
11427.0,2022,3,76393
11428.0,2012,2,21507
11429.0,2010,1,42530
11429.0,2012,4,71073
11429.0,2013,5,2026
11429.0,2014,5,2122
11429.0,2015,5,506
11429.0,2016,5,284908
11429.0,2016,9,21202
11429.0,2021,11,64110
11429.0,2021,12,16751
11432.0,2010,1,31138
11432.0,2010,11,28882
11432.0,2012,1,4389
11432.0,2014,6,51089
11432.0,2014,7,329
11432.0,2016,3,10260
11432.0,2017,2,2
11432.0,2021,10,14298
11433.0,2012,10,5727
11433.0,2015,10,194448
11433.0,2015,11,85801
11433.0,2016,3,12341
11433.0,2016,10,1457
11433.0,2024,1,73816
11434.0,2009,4,90458
11434.0,2009,11,41266
11434.0,2010,8,586
11434.0,2015,10,178065
11434.0,2015,11,64679
11434.0,2016,9,33643
11434.0,2016,10,14958
11434.0,2017,9,134295
11434.0,2023,1,592
11434.0,2023,2,1100
11434.0,2023,11,58021
11435.0,2012,10,579
11435.0,2013,1,794
11435.0,2013,8,13406
11435.0,2014,5,24922
11435.0,2021,10,9660
11435.0,2021,11,42872
11435.0,2022,1,3313
11435.0,2023,4,415347
11435.0,2023,6,3353
11435.0,2024,1,5424
11435.0,2024,3,72
11436.0,2009,11,28852
11436.0,2019,10,31855
11691.0,2008,3,563
11691.0,2010,2,83
11691.0,2010,7,1130
11691.0,2012,4,11804
11691.0,2012,10,111
11691.0,2013,4,240602
11691.0,2013,5,81847
11691.0,2014,4,426701
11691.0,2014,5,208437
11691.0,2014,12,10593
11691.0,2015,4,450178
11691.0,2015,5,7718
11691.0,2015,12,1920
11691.0,2016,4,265582
11691.0,2016,5,12290
11691.0,2018,4,20513
11691.0,2018,6,156287
11691.0,2019,6,0
11691.0,2019,7,57906
11691.0,2019,8,185581
11691.0,2019,9,31210
11691.0,2020,1,2435
11691.0,2021,4,176970
11691.0,2022,6,135
11692.0,2016,8,39177
11692.0,2018,4,64029
11692.0,2018,5,13925
11693.0,2008,5,109933
11693.0,2008,6,94359
11693.0,2014,2,4806
11693.0,2015,7,5736
11693.0,2018,4,7645
11693.0,2018,5,2516
11693.0,2019,11,144055
11694.0,2009,2,24349
11694.0,2011,2,4608
11694.0,2011,3,21508
11694.0,2018,5,237
11697.0,2014,1,21032
11697.0,2014,2,328
